STUDENT ID,Student_Age,Sex,Graduated High-School Type,Scholarship Type,Additional Work,Sports Activity,Transportation,Weekly Study Hours,Attendance,Reading,Notes,Listening in Class,Project Work,Grade
S07177,22,Male,Public,Merit-based,No,Yes,Car,10,96.2,30,41,45,No,90
S07178,24,Male,Private,None,Yes,No,Other,13,84.14,83,16,74,No,63
S07179,21,Male,Public,Athletic,No,Yes,Other,28,72.49,78,36,43,No,26
S07180,21,Male,Private,None,No,Yes,Bike,18,74.66,17,43,44,Yes,39
S07181,17,Male,Specialized,None,No,No,Car,27,60.23,39,22,74,No,95
S07182,17,Female,Public,Athletic,No,Yes,Walk,0,69.31,86,39,48,No,85
S07183,21,Male,Specialized,Athletic,Yes,Yes,Other,4,58.19,66,84,3,No,48
S07184,22,Female,Public,Merit-based,No,Yes,Walk,33,73.67,62,43,79,No,95
S07185,19,Female,Private,Need-based,Yes,No,Walk,13,82.3,10,30,56,No,47
S07186,21,Female,Specialized,Athletic,Yes,No,Car,18,62.83,26,75,55,No,98
S07187,17,Male,Specialized,Athletic,Yes,No,Walk,23,97.19,36,92,37,No,64
S07188,20,Male,Public,None,Yes,No,Walk,39,82.34,11,12,5,Yes,33
S07189,18,Male,Public,Athletic,Yes,Yes,Bus,16,61.0,96,89,81,No,0
S07190,22,Male,Public,Athletic,Yes,Yes,Walk,1,58.35,27,96,88,Yes,41
S07191,23,Male,Specialized,None,Yes,No,Bus,30,58.5,5,97,23,Yes,59
S07192,22,Male,Private,None,No,Yes,Car,16,98.69,69,19,51,Yes,98
S07193,20,Male,Public,None,No,Yes,Walk,7,61.83,43,46,38,Yes,92
S07194,20,Male,Private,Merit-based,Yes,Yes,Other,16,58.42,84,9,72,Yes,17
S07195,23,Male,Public,Need-based,No,No,Walk,37,58.2,88,64,36,No,69
S07196,24,Male,Private,Athletic,No,Yes,Bus,25,67.21,46,51,97,No,5
S07197,17,Female,Public,None,No,No,Other,39,80.77,35,62,33,Yes,90
S07198,21,Male,Private,None,No,Yes,Car,39,53.95,81,28,39,Yes,38
S07199,24,Male,Specialized,Need-based,Yes,Yes,Bike,6,57.97,43,53,39,No,54
S07200,19,Male,Public,Merit-based,No,No,Bike,23,98.82,68,85,36,Yes,18
S07201,22,Female,Public,Athletic,Yes,No,Bus,29,80.89,22,49,91,Yes,37
S07202,23,Male,Specialized,Merit-based,No,Yes,Car,25,56.98,22,64,49,Yes,2
S07203,22,Male,Public,Merit-based,No,No,Car,29,77.5,86,43,10,Yes,19
S07204,24,Female,Public,Merit-based,Yes,No,Walk,34,62.05,34,7,77,No,65
S07205,20,Male,Specialized,None,Yes,Yes,Bike,1,98.68,92,8,58,Yes,70
S07206,21,Female,Specialized,Need-based,Yes,No,Walk,3,69.44,68,22,25,Yes,4
S07207,22,Female,Private,Need-based,No,No,Car,4,57.12,60,83,59,No,24
S07208,19,Female,Specialized,Need-based,No,No,Bus,1,80.65,80,33,7,No,52
S07209,20,Female,Specialized,Merit-based,No,No,Bus,30,56.87,37,15,27,No,76
S07210,19,Male,Public,Athletic,Yes,No,Other,26,75.9,51,85,83,No,11
S07211,21,Female,Specialized,Merit-based,Yes,No,Bus,23,92.61,1,61,59,No,68
S07212,22,Female,Public,Need-based,Yes,Yes,Bike,3,67.29,18,86,88,No,11
S07213,18,Male,Specialized,None,Yes,No,Other,27,73.87,62,64,9,Yes,81
S07214,24,Male,Specialized,Merit-based,Yes,No,Bike,4,55.42,66,77,62,No,66
S07215,22,Male,Private,None,No,Yes,Walk,26,82.32,93,51,60,Yes,53
S07216,24,Female,Specialized,Need-based,Yes,No,Walk,4,55.61,96,22,74,No,3
S07217,21,Male,Specialized,Merit-based,Yes,No,Bus,4,66.35,22,37,25,No,18
S07218,22,Female,Public,None,No,Yes,Other,8,92.06,25,39,22,Yes,84
S07219,24,Female,Public,Merit-based,Yes,Yes,Bike,26,57.5,29,7,62,Yes,88
S07220,23,Male,Private,Need-based,Yes,No,Bike,3,92.01,18,31,18,No,66
S07221,24,Male,Specialized,Athletic,Yes,No,Car,23,81.53,38,39,17,Yes,6
S07222,22,Male,Public,Need-based,Yes,Yes,Bus,26,57.05,89,65,49,No,8
S07223,17,Male,Specialized,Athletic,No,No,Walk,0,58.42,95,47,18,No,3
S07224,22,Male,Private,Athletic,Yes,No,Car,31,83.16,27,12,14,Yes,54
S07225,22,Male,Public,Need-based,No,Yes,Walk,15,86.46,72,26,15,No,22
S07226,24,Female,Public,None,Yes,Yes,Walk,22,82.79,60,45,19,Yes,74
S07227,19,Female,Private,Merit-based,No,Yes,Bike,27,85.7,47,70,18,Yes,82
S07228,18,Male,Specialized,Merit-based,No,No,Walk,19,68.08,94,2,74,No,64
S07229,19,Female,Public,Merit-based,Yes,Yes,Other,16,50.07,78,84,70,No,3
S07230,24,Female,Public,Athletic,No,No,Walk,35,76.45,95,60,18,Yes,8
S07231,19,Female,Private,Athletic,No,Yes,Other,7,79.73,12,71,87,No,41
S07232,20,Female,Private,Need-based,No,Yes,Walk,17,84.38,85,64,30,No,70
S07233,17,Female,Private,None,Yes,No,Car,12,61.57,10,16,51,Yes,25
S07234,19,Female,Specialized,Need-based,No,Yes,Bike,8,58.51,96,25,47,No,20
S07235,23,Male,Specialized,Need-based,No,No,Car,36,91.52,87,28,7,No,9
S07236,21,Male,Specialized,None,No,No,Bike,29,92.06,39,71,49,Yes,9
S07237,23,Male,Private,Athletic,Yes,No,Car,27,99.38,50,37,60,No,61
S07238,21,Female,Public,Need-based,Yes,No,Bus,17,66.99,69,50,87,No,64
S07239,22,Male,Specialized,Need-based,No,No,Walk,19,52.95,79,42,7,Yes,99
S07240,20,Male,Private,Athletic,No,Yes,Walk,35,73.79,29,71,12,No,66
S07241,17,Male,Specialized,Merit-based,Yes,Yes,Bus,18,73.99,29,7,73,No,98
S07242,23,Female,Public,None,No,No,Bus,4,51.83,77,24,18,Yes,11
S07243,17,Male,Public,None,Yes,No,Other,33,78.75,53,54,49,No,90
S07244,23,Female,Private,Merit-based,No,No,Car,16,63.04,6,44,22,Yes,80
S07245,22,Male,Public,None,No,No,Walk,27,55.96,66,90,56,Yes,18
S07246,21,Male,Private,Merit-based,Yes,Yes,Other,35,80.24,94,85,96,No,73
S07247,18,Male,Private,Need-based,Yes,Yes,Walk,37,64.12,9,66,29,Yes,42
S07248,20,Female,Private,None,No,Yes,Bus,29,78.08,96,56,93,No,89
S07249,23,Female,Private,None,Yes,Yes,Other,17,50.76,60,48,28,No,7
S07250,23,Female,Public,Need-based,No,Yes,Other,5,68.31,36,53,60,Yes,51
S07251,22,Female,Public,Athletic,No,Yes,Other,25,93.27,14,46,34,No,1
S07252,20,Female,Public,Athletic,Yes,No,Car,14,82.51,49,63,8,No,75
S07253,21,Male,Public,Need-based,No,Yes,Other,0,93.38,3,23,71,No,38
S07254,21,Male,Private,None,No,Yes,Walk,16,87.02,41,61,24,Yes,53
S07255,23,Female,Private,None,Yes,No,Car,30,85.99,67,32,63,Yes,39
S07256,18,Female,Public,None,No,No,Walk,1,93.5,9,98,36,No,94
S07257,18,Male,Specialized,Merit-based,No,No,Other,35,50.98,21,39,37,Yes,28
S07258,17,Female,Specialized,Athletic,No,No,Other,34,71.0,30,28,7,No,71
S07259,20,Male,Specialized,None,No,No,Walk,26,98.02,99,7,89,No,14
S07260,20,Female,Public,Athletic,Yes,Yes,Bike,2,58.86,75,74,74,No,25
S07261,21,Male,Private,Athletic,No,No,Other,19,82.69,72,15,39,Yes,47
S07262,17,Female,Private,None,No,No,Other,7,89.51,27,32,22,No,99
S07263,22,Female,Specialized,Need-based,No,No,Car,28,96.68,97,63,95,No,40
S07264,20,Male,Specialized,Need-based,No,Yes,Walk,7,93.59,68,10,44,No,67
S07265,17,Male,Private,Athletic,Yes,No,Other,26,83.83,93,28,0,No,32
S07266,17,Female,Specialized,Merit-based,Yes,No,Walk,25,85.56,79,48,48,Yes,11
S07267,23,Female,Specialized,Athletic,Yes,Yes,Car,38,67.15,18,87,8,Yes,49
S07268,21,Male,Private,Athletic,No,No,Walk,9,61.2,77,65,39,No,74
S07269,17,Female,Specialized,Need-based,No,Yes,Walk,29,97.93,46,4,27,No,93
S07270,24,Male,Specialized,None,Yes,Yes,Car,32,98.78,23,87,96,Yes,52
S07271,18,Male,Public,None,Yes,No,Other,35,71.23,55,52,95,No,89
S07272,24,Female,Specialized,Merit-based,No,Yes,Walk,19,70.54,10,43,7,No,49
S07273,18,Male,Public,Need-based,Yes,No,Bike,3,72.59,76,6,36,No,29
S07274,19,Male,Private,Need-based,No,No,Other,22,73.07,73,94,81,No,99
S07275,21,Female,Public,Athletic,No,No,Car,28,92.11,92,93,70,No,96
S07276,23,Male,Private,Need-based,No,Yes,Bus,31,71.53,90,69,17,No,30
S07277,22,Male,Public,Athletic,No,Yes,Bike,36,94.12,53,68,75,No,1
S07278,24,Male,Public,Merit-based,No,Yes,Other,36,84.76,58,78,67,Yes,78
S07279,24,Male,Public,Need-based,No,Yes,Car,25,98.27,64,26,76,Yes,65
S07280,19,Female,Specialized,Need-based,No,Yes,Bike,4,83.73,31,98,74,No,52
S07281,18,Male,Specialized,Athletic,No,No,Other,23,70.61,17,53,79,No,75
S07282,23,Female,Specialized,Need-based,Yes,No,Bus,1,95.9,3,72,43,No,81
S07283,19,Male,Specialized,None,Yes,No,Other,14,61.49,79,22,77,Yes,71
S07284,21,Female,Specialized,Merit-based,Yes,Yes,Bus,39,98.25,81,57,15,Yes,66
S07285,23,Male,Public,None,Yes,Yes,Bus,7,52.17,84,16,51,Yes,98
S07286,21,Female,Specialized,Athletic,No,Yes,Walk,36,82.05,50,86,52,No,55
S07287,17,Male,Private,Athletic,Yes,No,Car,36,50.91,46,45,85,No,32
S07288,20,Male,Public,Athletic,Yes,No,Walk,13,60.2,53,46,17,Yes,30
S07289,17,Male,Public,Merit-based,No,Yes,Bus,4,73.2,24,92,39,No,67
S07290,21,Male,Private,Need-based,Yes,No,Car,8,57.91,9,58,60,No,22
S07291,24,Female,Specialized,None,Yes,Yes,Car,21,99.44,6,44,24,Yes,44
S07292,23,Female,Private,Need-based,Yes,No,Car,29,88.65,64,61,34,Yes,34
S07293,18,Male,Public,Athletic,Yes,Yes,Bike,32,92.54,96,53,70,Yes,64
S07294,22,Female,Public,Need-based,No,Yes,Other,37,98.95,96,74,83,Yes,2
S07295,18,Male,Public,Merit-based,Yes,No,Bus,36,83.74,18,12,26,Yes,9
S07296,23,Male,Private,Athletic,Yes,No,Car,37,63.33,6,11,92,No,93
S07297,17,Female,Specialized,Need-based,Yes,Yes,Bike,6,87.85,44,1,9,No,27
S07298,22,Female,Public,None,Yes,No,Bike,2,79.22,77,41,74,Yes,79
S07299,23,Female,Specialized,Athletic,No,No,Bus,39,63.37,37,53,19,No,3
S07300,21,Male,Public,Athletic,No,No,Walk,31,68.36,6,10,32,Yes,56
S07301,24,Male,Specialized,Merit-based,Yes,Yes,Bike,35,80.39,45,77,76,No,67
S07302,18,Female,Private,Merit-based,No,No,Bus,18,69.77,66,21,79,No,22
S07303,21,Male,Public,None,No,No,Bike,30,61.76,74,84,10,No,22
S07304,22,Female,Public,Need-based,No,No,Bus,29,71.5,7,48,68,No,49
S07305,22,Female,Public,Need-based,No,No,Car,36,61.68,89,36,66,No,78
S07306,18,Female,Private,Athletic,Yes,Yes,Walk,24,93.76,2,35,58,Yes,76
S07307,21,Female,Private,Athletic,No,Yes,Bike,12,84.7,92,88,65,Yes,0
S07308,19,Female,Specialized,Need-based,Yes,Yes,Bike,11,68.83,11,48,52,No,23
S07309,21,Female,Private,Need-based,Yes,No,Bike,8,97.27,81,57,37,Yes,43
S07310,22,Male,Public,Need-based,Yes,Yes,Other,39,69.45,42,2,9,Yes,64
S07311,21,Male,Specialized,Athletic,Yes,No,Other,8,78.72,6,65,5,Yes,44
S07312,24,Female,Private,Merit-based,Yes,Yes,Car,26,75.59,93,90,84,Yes,76
S07313,23,Female,Specialized,Merit-based,Yes,Yes,Bike,30,56.1,47,32,94,Yes,37
S07314,17,Female,Specialized,None,Yes,No,Walk,5,71.19,79,17,33,Yes,80
S07315,24,Male,Specialized,Need-based,Yes,No,Other,28,53.88,44,47,48,Yes,55
S07316,19,Female,Public,Need-based,Yes,No,Bus,29,58.53,24,74,31,Yes,50
S07317,20,Female,Public,Need-based,Yes,Yes,Bus,37,89.38,3,70,28,Yes,29
S07318,23,Female,Private,None,No,No,Bus,10,65.13,3,36,64,No,83
S07319,17,Male,Public,Need-based,No,No,Car,5,54.45,49,49,32,No,4
S07320,20,Female,Specialized,Merit-based,No,No,Bike,38,85.95,57,35,16,Yes,68
S07321,18,Male,Specialized,Need-based,Yes,Yes,Bike,30,90.12,64,26,97,Yes,36
S07322,20,Male,Public,None,Yes,No,Other,34,78.9,66,21,48,No,79
S07323,23,Female,Specialized,Athletic,Yes,Yes,Bus,11,95.78,27,30,15,Yes,20
S07324,21,Male,Public,Athletic,Yes,Yes,Car,5,92.47,74,39,6,No,97
S07325,23,Male,Specialized,Merit-based,Yes,No,Walk,25,77.64,36,53,99,No,69
S07326,24,Male,Private,Merit-based,No,No,Bike,36,86.85,1,63,12,Yes,69
S07327,20,Female,Private,Merit-based,No,No,Bike,31,66.46,72,69,83,Yes,73
S07328,22,Male,Public,Athletic,Yes,No,Car,3,81.81,60,52,3,No,94
S07329,17,Female,Public,Need-based,Yes,Yes,Other,39,98.85,80,53,62,Yes,5
S07330,17,Female,Public,None,No,No,Car,2,89.99,95,53,68,No,66
S07331,20,Female,Public,None,No,No,Other,1,68.73,50,96,79,Yes,43
S07332,17,Male,Public,Need-based,No,Yes,Bike,19,96.62,30,70,72,Yes,54
S07333,22,Female,Specialized,Athletic,Yes,Yes,Other,18,91.26,84,5,75,Yes,51
S07334,23,Male,Private,Athletic,Yes,No,Other,38,51.86,80,63,77,Yes,88
S07335,17,Male,Specialized,None,Yes,No,Other,11,87.3,80,53,14,No,83
S07336,20,Male,Private,Merit-based,Yes,No,Other,35,98.82,42,64,4,No,98
S07337,19,Male,Specialized,Merit-based,No,No,Bus,27,65.89,90,45,41,No,64
S07338,19,Female,Specialized,None,No,No,Bus,8,63.77,27,41,17,Yes,51
S07339,18,Female,Specialized,None,Yes,Yes,Bus,10,82.0,38,92,71,Yes,30
S07340,24,Male,Public,Need-based,No,Yes,Bus,29,55.51,64,74,7,Yes,77
S07341,17,Female,Private,Need-based,Yes,Yes,Car,1,83.75,15,91,88,No,66
S07342,24,Female,Public,Need-based,No,No,Walk,37,61.33,66,55,67,No,79
S07343,23,Female,Public,Need-based,Yes,No,Other,37,72.58,78,39,25,No,77
S07344,20,Male,Specialized,Need-based,No,No,Car,32,94.6,67,14,74,Yes,66
S07345,17,Female,Private,Need-based,No,No,Bus,6,89.84,35,29,69,Yes,5
S07346,21,Male,Private,Merit-based,No,Yes,Other,20,55.4,29,22,32,Yes,8
S07347,22,Female,Private,None,Yes,Yes,Walk,11,88.07,92,11,21,No,96
S07348,17,Male,Private,Athletic,No,No,Other,20,70.59,22,91,92,Yes,11
S07349,17,Male,Public,Need-based,Yes,No,Bike,22,99.72,62,94,68,Yes,65
S07350,24,Male,Public,Merit-based,Yes,No,Bike,5,64.99,68,29,0,No,63
S07351,24,Female,Private,None,No,Yes,Car,13,73.53,46,15,85,No,42
S07352,19,Male,Public,None,Yes,Yes,Walk,31,67.06,10,29,34,Yes,59
S07353,22,Female,Private,None,Yes,No,Car,12,79.31,18,67,55,No,66
S07354,20,Male,Public,Need-based,Yes,No,Other,26,63.29,61,32,94,Yes,76
S07355,17,Female,Specialized,Need-based,Yes,Yes,Walk,10,95.63,71,56,66,Yes,30
S07356,19,Male,Specialized,Athletic,No,No,Car,31,80.85,42,96,2,Yes,72
S07357,24,Female,Private,Need-based,Yes,Yes,Other,2,97.14,74,27,70,No,39
S07358,18,Male,Private,None,No,No,Bus,1,84.03,8,84,0,No,71
S07359,22,Male,Public,None,Yes,Yes,Other,29,59.29,24,78,41,No,21
S07360,19,Male,Private,Merit-based,Yes,No,Car,1,50.77,88,25,57,Yes,89
S07361,19,Female,Private,Merit-based,Yes,Yes,Walk,38,70.38,77,13,87,No,79
S07362,23,Male,Public,Athletic,Yes,Yes,Walk,28,99.68,30,56,93,Yes,95
S07363,19,Male,Private,Merit-based,Yes,No,Bus,21,93.85,12,14,95,No,34
S07364,23,Male,Private,Athletic,Yes,Yes,Car,24,92.34,64,65,95,Yes,99
S07365,17,Male,Specialized,Merit-based,Yes,No,Bus,18,78.43,29,15,84,Yes,64
S07366,17,Female,Specialized,None,Yes,Yes,Bike,15,54.74,72,36,63,No,70
S07367,24,Male,Specialized,Need-based,Yes,No,Other,16,50.76,28,10,79,Yes,49
S07368,18,Male,Private,Need-based,No,No,Bike,26,91.93,94,10,3,No,39
S07369,21,Female,Public,Athletic,No,Yes,Bike,18,58.87,17,32,16,Yes,74
S07370,21,Female,Specialized,Need-based,Yes,No,Bus,29,53.83,2,1,76,Yes,10
S07371,21,Female,Private,Need-based,Yes,No,Bus,13,85.49,34,32,98,Yes,76
S07372,24,Male,Specialized,Merit-based,Yes,No,Other,31,50.06,65,62,39,Yes,40
S07373,23,Female,Public,None,No,No,Bus,22,87.04,3,2,33,Yes,3
S07374,24,Female,Public,Need-based,No,Yes,Bus,35,59.62,40,83,55,No,88
S07375,22,Female,Public,None,No,Yes,Bus,9,66.07,78,32,10,Yes,2
S07376,22,Male,Public,Merit-based,Yes,No,Bus,37,58.58,80,25,99,Yes,73
S07377,18,Male,Public,Merit-based,Yes,Yes,Bus,28,88.86,89,33,88,No,68
S07378,22,Male,Public,Need-based,No,No,Bike,10,74.24,94,77,39,No,75
S07379,21,Female,Private,Need-based,Yes,No,Bike,37,58.29,29,51,93,Yes,33
S07380,21,Male,Specialized,Merit-based,Yes,No,Other,14,51.93,86,92,12,No,75
S07381,24,Female,Public,Merit-based,No,Yes,Walk,31,99.34,93,65,23,No,52
S07382,19,Female,Specialized,Athletic,Yes,No,Other,26,85.72,10,71,99,Yes,37
S07383,22,Female,Specialized,Athletic,No,No,Car,37,84.0,32,26,33,Yes,78
S07384,24,Male,Private,None,No,Yes,Other,0,75.14,37,71,7,No,84
S07385,17,Female,Public,Merit-based,Yes,No,Other,13,71.75,4,70,81,Yes,3
S07386,17,Female,Public,None,No,Yes,Bus,2,89.8,58,74,6,Yes,74
S07387,19,Male,Private,Merit-based,Yes,Yes,Bus,29,91.33,98,93,61,Yes,73
S07388,19,Female,Private,None,No,Yes,Bus,30,53.06,50,48,45,Yes,70
S07389,19,Female,Private,Athletic,Yes,No,Walk,0,92.97,64,46,85,No,72
S07390,24,Female,Private,Merit-based,Yes,No,Bus,13,88.08,67,20,70,Yes,17
S07391,17,Male,Private,Merit-based,Yes,No,Car,35,74.31,57,20,12,No,46
S07392,21,Female,Specialized,None,Yes,No,Bike,35,73.82,47,70,1,No,26
S07393,19,Male,Private,None,No,No,Car,14,91.74,57,83,1,No,27
S07394,18,Male,Public,Need-based,No,No,Walk,37,89.68,36,60,28,Yes,56
S07395,23,Female,Public,Need-based,Yes,No,Bus,24,56.94,6,13,90,No,95
S07396,24,Female,Private,Athletic,Yes,No,Other,13,77.46,59,19,81,No,73
S07397,19,Female,Private,Merit-based,Yes,No,Bike,23,98.47,58,4,57,Yes,97
S07398,23,Female,Private,Merit-based,No,No,Walk,1,86.77,9,30,1,Yes,4
S07399,20,Male,Private,None,No,No,Car,33,98.65,32,61,58,Yes,19
S07400,19,Male,Private,Athletic,Yes,No,Bus,22,88.8,50,11,52,No,54
S07401,17,Female,Public,Merit-based,No,Yes,Walk,7,76.23,77,55,67,No,93
S07402,22,Male,Specialized,Athletic,Yes,Yes,Walk,4,80.25,35,55,60,Yes,32
S07403,19,Female,Private,Need-based,No,No,Other,28,85.47,37,11,48,Yes,63
S07404,24,Female,Private,None,Yes,No,Other,32,86.44,54,65,45,Yes,18
S07405,22,Female,Private,Merit-based,Yes,Yes,Other,19,87.38,29,25,71,Yes,1
S07406,20,Female,Public,None,Yes,Yes,Car,15,96.51,25,67,99,No,81
S07407,18,Male,Public,Need-based,No,No,Other,36,65.46,94,29,58,Yes,77
S07408,22,Male,Specialized,Athletic,Yes,No,Walk,36,91.47,41,97,47,No,68
S07409,23,Female,Specialized,Athletic,No,No,Walk,23,78.48,46,19,8,No,60
S07410,21,Female,Specialized,Need-based,No,No,Walk,28,94.27,18,65,17,Yes,57
S07411,19,Male,Specialized,Need-based,Yes,No,Bike,34,81.55,76,34,49,Yes,17
S07412,20,Male,Public,Merit-based,Yes,Yes,Bike,8,96.76,86,78,85,No,44
S07413,20,Male,Specialized,Merit-based,Yes,No,Car,21,71.2,82,50,74,Yes,78
S07414,22,Female,Private,Merit-based,No,Yes,Other,19,54.96,79,13,26,No,22
S07415,18,Male,Public,Merit-based,No,Yes,Walk,39,82.24,24,54,31,No,49
S07416,17,Female,Public,Merit-based,No,No,Other,3,88.73,89,35,65,Yes,3
S07417,19,Female,Public,Athletic,No,No,Walk,35,84.57,84,52,65,Yes,97
S07418,20,Male,Private,Merit-based,No,Yes,Bike,11,86.25,17,53,93,No,23
S07419,18,Female,Public,Need-based,No,No,Walk,22,51.44,8,62,21,Yes,11
S07420,21,Male,Private,Need-based,No,Yes,Car,38,98.25,87,93,85,Yes,28
S07421,20,Female,Specialized,Merit-based,Yes,Yes,Bus,7,63.21,16,57,23,No,5
S07422,18,Female,Public,Need-based,Yes,No,Walk,9,70.69,93,26,90,No,23
S07423,24,Female,Private,None,Yes,No,Car,22,70.92,3,1,74,No,85
S07424,17,Female,Public,Athletic,No,No,Bike,28,95.34,54,84,12,No,16
S07425,17,Female,Specialized,Athletic,Yes,Yes,Bike,31,87.19,53,77,90,Yes,56
S07426,20,Female,Public,Merit-based,No,Yes,Bus,13,81.01,27,90,14,Yes,31
S07427,23,Male,Specialized,None,No,Yes,Other,15,56.0,39,84,48,Yes,88
S07428,20,Male,Public,Merit-based,No,No,Other,38,66.17,8,22,16,Yes,52
S07429,22,Female,Private,Merit-based,No,Yes,Walk,16,74.59,35,34,38,No,25
S07430,19,Male,Specialized,Need-based,Yes,No,Bike,19,55.75,7,61,72,No,90
S07431,18,Female,Public,Athletic,No,No,Car,11,78.57,61,71,86,Yes,70
S07432,20,Male,Specialized,None,Yes,Yes,Bus,8,60.72,85,58,3,Yes,34
S07433,19,Male,Specialized,Need-based,No,No,Other,7,91.22,88,75,56,Yes,97
S07434,22,Female,Private,Athletic,Yes,Yes,Walk,36,91.45,48,63,14,Yes,26
S07435,24,Male,Private,Athletic,No,No,Walk,20,79.95,69,91,42,No,7
S07436,24,Female,Private,Merit-based,No,No,Bike,31,67.98,89,40,30,No,34
S07437,19,Male,Private,None,Yes,Yes,Car,36,52.23,41,32,5,No,17
S07438,20,Female,Specialized,Merit-based,Yes,No,Car,17,81.45,1,96,89,No,22
S07439,17,Male,Specialized,Need-based,Yes,Yes,Other,28,89.23,30,8,58,No,93
S07440,18,Female,Public,Merit-based,No,No,Walk,6,89.52,75,78,64,Yes,15
S07441,18,Male,Public,Merit-based,No,Yes,Bike,39,74.22,18,73,85,Yes,30
S07442,24,Female,Public,Athletic,No,Yes,Car,36,57.02,64,48,29,No,60
S07443,24,Male,Private,Athletic,Yes,No,Walk,5,53.24,73,1,57,Yes,33
S07444,17,Female,Specialized,Need-based,Yes,No,Car,19,52.79,59,2,85,Yes,0
S07445,23,Male,Specialized,Athletic,Yes,Yes,Bus,8,62.47,61,22,96,Yes,72
S07446,20,Female,Public,Athletic,No,Yes,Car,8,57.07,59,73,55,Yes,99
S07447,24,Male,Public,Athletic,No,Yes,Car,7,58.44,97,18,68,Yes,67
S07448,24,Female,Specialized,Merit-based,Yes,Yes,Walk,16,84.95,15,17,35,No,44
S07449,24,Female,Private,None,No,No,Car,23,58.98,6,34,45,Yes,57
S07450,18,Female,Public,Need-based,No,No,Car,39,84.62,76,53,73,Yes,19
S07451,20,Female,Public,Merit-based,No,No,Bus,22,67.58,67,59,0,Yes,80
S07452,22,Male,Specialized,Need-based,Yes,No,Car,32,88.74,94,8,11,Yes,43
S07453,20,Male,Specialized,Merit-based,Yes,No,Car,21,57.95,73,94,66,No,9
S07454,19,Male,Public,Need-based,Yes,Yes,Walk,21,51.17,11,93,9,Yes,45
S07455,17,Female,Public,Athletic,No,Yes,Bike,26,54.46,97,51,0,Yes,76
S07456,23,Female,Private,Need-based,Yes,No,Bus,1,98.31,91,49,18,Yes,56
S07457,24,Female,Private,None,Yes,No,Car,30,76.9,4,11,81,No,37
S07458,24,Female,Private,Need-based,No,Yes,Bike,12,80.35,91,16,94,No,15
S07459,20,Female,Private,None,No,No,Walk,1,98.35,46,90,54,No,38
S07460,23,Male,Public,Need-based,No,No,Bus,6,88.8,10,84,48,Yes,96
S07461,24,Male,Public,Athletic,No,Yes,Walk,10,55.63,33,48,54,No,26
S07462,23,Male,Public,Need-based,Yes,No,Bike,25,71.09,78,47,85,Yes,79
S07463,22,Female,Private,Merit-based,No,No,Bus,20,91.07,50,26,67,No,78
S07464,21,Female,Public,Athletic,No,No,Car,14,83.25,4,13,40,No,79
S07465,17,Female,Specialized,Athletic,No,No,Bike,15,60.79,47,54,54,No,5
S07466,23,Female,Private,Merit-based,No,Yes,Walk,8,90.29,84,12,73,No,28
S07467,18,Female,Specialized,Athletic,No,No,Bus,20,77.94,30,2,73,Yes,39
S07468,19,Female,Private,Athletic,No,No,Bike,5,89.42,39,63,78,Yes,16
S07469,18,Female,Public,Merit-based,Yes,Yes,Bike,0,81.32,6,87,68,No,39
S07470,24,Male,Private,Athletic,Yes,Yes,Walk,30,73.14,98,95,42,No,70
S07471,22,Male,Specialized,Athletic,Yes,Yes,Walk,4,86.43,84,71,80,No,97
S07472,22,Female,Private,Athletic,Yes,No,Car,36,93.28,39,98,81,No,54
S07473,18,Female,Specialized,Athletic,No,Yes,Car,25,73.28,68,22,56,No,99
S07474,17,Female,Public,Need-based,No,Yes,Bike,0,51.49,13,79,47,No,25
S07475,18,Male,Specialized,Athletic,No,No,Walk,0,79.66,97,99,49,Yes,25
S07476,20,Male,Public,Athletic,Yes,Yes,Bike,28,54.52,9,72,68,Yes,10
S07477,24,Female,Specialized,Athletic,No,No,Other,21,66.23,81,38,7,Yes,24
S07478,24,Male,Public,Need-based,No,No,Walk,37,77.49,80,57,55,Yes,99
S07479,18,Male,Specialized,None,No,No,Other,18,67.26,48,17,90,No,41
S07480,19,Male,Public,Athletic,No,Yes,Other,27,64.05,95,53,88,No,47
S07481,19,Female,Public,None,Yes,No,Walk,4,51.01,16,30,25,No,1
S07482,24,Male,Public,None,No,Yes,Car,20,63.46,85,63,22,Yes,91
S07483,21,Male,Specialized,Merit-based,No,Yes,Bike,21,69.24,88,41,40,No,0
S07484,19,Female,Specialized,Merit-based,No,No,Bus,19,64.51,50,36,86,Yes,5
S07485,18,Female,Public,None,Yes,No,Bus,11,81.42,79,97,92,No,39
S07486,19,Male,Private,Need-based,No,Yes,Walk,5,83.29,61,69,96,Yes,35
S07487,24,Female,Public,Athletic,No,No,Car,28,89.0,29,99,58,No,0
S07488,17,Male,Private,Athletic,No,Yes,Car,39,59.3,54,77,17,No,14
S07489,23,Male,Public,Athletic,No,Yes,Car,34,80.95,33,87,70,Yes,64
S07490,19,Female,Specialized,Merit-based,No,Yes,Bus,10,71.5,68,96,95,No,82
S07491,20,Female,Private,Merit-based,No,Yes,Other,32,66.14,32,41,70,Yes,24
S07492,17,Male,Specialized,Athletic,No,Yes,Bus,24,74.14,4,82,7,No,77
S07493,21,Female,Private,None,Yes,Yes,Car,13,74.06,41,28,57,No,85
S07494,20,Female,Private,Merit-based,Yes,No,Bus,28,81.97,2,69,84,Yes,86
